segment_id,transcript,video_filename,tester_name
46,"Opens a new tab, Learn more bullet, feedback button, search results, heading heading level 3, domestic violence hotlines vertical line, get her White Ribbon Australia HTTPS Collin",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
47,"OK, yep, so",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
48,"I, I would go to the website for 100 respect website to see who they are",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
49,"Opens a new tab, learn more",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
50,Um,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
51,But obviously it looks like it's something in the right realm,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
52,"Feedback button, search results",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
53,"Heading level 3, domestic violence hotline, vertical line",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
54,Get a White Ribbon Australia HTTPS White Ribbon Australia,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
55,I've heard of that,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
56,"I've done fundraising for that previously, a long, long time ago, um, so I would trust this",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
57,"Numbers About this result, domestic violence hotlines, 24 hour national sexual assault, family and domestic violence",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
58,"Counseling line for any Australian who has experienced, or is it? Read more",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
59,"s counseling line for any Australian who has experienced, or is at risk of family end",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
60,Read more,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
61,"People also ask heading level tip about this result, but, what are some signs and symptoms of domestic violence? Collapsed passion",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
62,"What are the seven signs of emotional abuse, collapsed, passion",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
63,Emotional abuse,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
64,"So the coercive control, that's what I didn't say before, it's, yeah, it's an emotional abuse, that's",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
65,A good term for it I think too,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
66,"What are these symptoms, collapsed fashion",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
67,"What is the strongest indicator for suspecting domestic violence? Collapsed, button, feedback, button",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
68,"Heading level 3, about this result, warning, domestic abuse",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
69,Warning signs,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
70,"Even 1 or 2, abuse may be present",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
71,"Heading level 3, domestic violence against women",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
72,Recognize about this result,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
73,Domestic,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
74,"Heading level 3, domestic violence against women, recognize patterns",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
75,Mayo Clinic HTTPS colon www,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
76,Mayo Clinic about this result,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
77,Domestic violence is a serious threat signs of an abusive relationship and how to leave a dangerous situation,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
78,"Read more domestic violence, heading level 3, signs of domestic abuse and violence",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
79,Information domestic,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
80,"So I think, yeah, with a search like that, I would quickly be able to find some sources that I trust",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
81,"Like I said, the um, I'd have a look at the respect 181,800 respect site, also White Ribbon and get, you know, relevant relevant um hotline numbers for this area and just talk to somebody",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
82,"Um, about my concerns in the in the, in the house down the street",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
83,"Warning signs, say out loud HTTPS columns say it out loud",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
84,org,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
85,au or you're being abused while hitting level 3,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
86,"About this result, what a warning sign, also known as a red flag, indicates potential danger in many abusive relationships, the warning",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
87,"Yeah, so I think",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
88,That's where I would start the search,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
89,"We must, we must record to this computer",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
90,"Safari, Safari, home vertical line, Western Australia",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
91,"OK, so task 3, now, um, I've come to the WA website and looking up information on what is coercive control or what, What, you know, the behaviors I've seen, let's find out a little bit more and see if this, what I'm seeing is, is a problem",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
92,"Well, I know it's a problem",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
93,What can we do for you today? Two items heading level one,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
94,Search for Western search,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
95,"Search for Western Australian government information and what can we mean? End of main navigation, navigation",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
96,I look through the page to End of list,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
97,WA government 3 of 3,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
98,"Find an agency, 2 of 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
99,New,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
100,"Have your say, 3 of 8",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
101,"Management of government, 4 of Premier and cabinet ministers",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
102,"Media statement, publication, service support, end of list",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
103,"Service support, 8 of 8",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
104,"End of list, end of list, end of main navi Ma",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
105,"What can we do for you today? 2 items, heading level 1",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
106,"Search for Western Australian government information, search",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
107,"Text filter right, search button, end of search",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
108,Government highlight,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
109,Find out where to find out where to go when it access Health WA,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
110,Find out where to go when it access Health WA,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
111,Find out where to access Health WA image,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
112,Find out where to go when it visites Health WA,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
113,End of find out where to go when it access Health WA article,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
114,WA SA WASA on the GST reforms,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
115,"GST WASA on the GST reforms heading level end of new, new statewide, new statewide reforms for commercial fishing in WA",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
116,End of new coercive coercive control is family and domestic violence,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
117,FDV coercive control image,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
118,"Coercive control is family and domestic violence, heading level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
119,End of coercive control,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
120,Coercive control is family and domestic coercive control WA web content,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
121,Coercive control WA page has 64 links,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
122,"Coercive control, heading level one",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
123,It doesn't have to be physical,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
124,Coercive control is family and domestic violence and causes serious harm,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
125,Find out more about coercive control and the signs of abuse,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
126,"Last updated, the 19th of September 2025",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
127,"Quick exit region, quick exit",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
128,Link is external or press ESC key,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
129,End of quick exit in an emergency call 000,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
130,"To find services or supports you are comfortable with, helplines and support services page",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
131,Use a friend's phone if you think it resists being monitored,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
132,Helplines and support services page,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
133,"Use a friend's phone if you think you're just being monitored to see that there, uh, 000 straight away and also, you know, the, the helplines",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
134,"um What is coercive control? OK, what is, here we go",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
135,Recognize the signs of coercive control,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
136,"What to do if you think you might be experiencing coercive control, what you can do if you think someone is experiencing coercive control",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
137,"And that's probably where I would click through to, that's good",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
138,"Are you worried about a mate's behavior? You're worried you might be using coercive control, what should you do? Help and support",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
139,Raise awareness about coercive control and stand up against violence,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
140,Horizontal separator,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
141,What is coercive control? Heading level 2,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
142,"OK, if we've got all those same headings there",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
143,"Recognize the signs of emotional abuse, isolation, heading levels, emotional, Recognize the signs",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
144,"What is coercive control, heading level 2",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
145,So I'm just gonna quickly read,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
146,Coercive control is when someone uses a pattern of abusive behaviors to take away their freedom and independence and can sometimes make them feel afraid,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
147,People who use coercive control use many different abusive behaviors to maintain power and control,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
148,YouTube video player frame,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
149,Many abusers don't use physical violence to hurt their partner,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
150,"Using coercive control to scare, intimidate or isolate someone can seriously affect someone's mental and physical health, employment, relationships, financial security, and sense of autonomy",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
151,"It makes them feel trapped, powerless and alone",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
152,"Anyone can experience coercive control, but it is mostly used by men against women",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
153,Learn about coercive control and easy read,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
154,"Help raise awareness by sharing the coercion Hertz campaign resources, translated resources",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
155,"Our also available YouTube video player frame, YouTube video player, recognize the signs of coercive control, heading level 2",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
156,People who use coercive control can be good at hiding it from others,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
157,Their abuse can be subtle and hard to spot,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
158,"Coercive control is different in every relationship, and no two people's experiences are the same",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
159,"Here are examples of coercive control and some of the common red flags to look out for, but you may experience others",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
160,Emotional abuse icon,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
161,"Sorry, I'm not talking much through this",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
162,"Um, the information so far is, is clearly written, I think, and, um",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
163,"Yeah, Emotional abuse hitting level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
164,I'm gonna see what these,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
165,"You know, it it's already listed signs and symptom symptoms, um",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
166,Things to look out for,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
167,"List 5 items, bullet constantly criticizing you, shaming and humiliating you to make you doubt yourself and experiences, one of 5",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
168,"Yeah, bullet using tactics like withholding affection, silent treatment or stonewalling, or ignoring you to pressure or punish you, 2 of 5",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
169,"Bullet harassing or threatening you with constant communication, such as excessive phone calls or text messages and demanding immediate responses, 3 of 5, bullet 4 of 5",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
170,Gas lighting,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
171,"Call it, denying, changing, or manipulating the truth to make you doubt your memories, perceptions and experiences",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
172,"OK, yep",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
173,Bullet 505,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
174,Love bombing,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
175,"Bullet, using extravagant gifts, excessive compliments and affection to manipulate and trap someone",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
176,"End of list, isolation icon, image",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
177,"Isolation, heading level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
178,"OK, this is separate",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
179,"Emotional abuse, heading recognize the signs of emotional isolation, heading level 3, miss 5 items, bullets stopping you from seeing your friends and family, 1 of 5",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
180,"So the informa, yeah, again, this is all really clear stuff, um",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
181,"Easy to follow, is exactly what I would expect to see on this page in terms of",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
182,"Giving you information that helps you understand the situation, um, understand",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
183,"Uh, what to look out for? Bullet making jealous accusations when you communicate or spend time with other people, 3 of 5",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
184,"Bullet preventing you from participating in your community and building connections, 4 or 5",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
185,"Bullet controlling your access to your phone or internet usage, 5 of 5",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
186,Isolating,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
187,"End of list, monitoring and tracking icon, image",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
188,"Monitoring and tracking, heading level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
189,"List 4 items, bullets stalking you by physically following you or monitor bullet monitoring your communication with other people by going through your phone",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
190,"Email, bullet setting up hidden cameras and listening devices in your home or car, 3 or 4",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
191,"Bullet checking your emails, texts, or social media to monitor your activities, relationships and whereabouts, 404",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
192,End of list,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
193,"Financial control icon, image",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
194,"Financial control, heading levels, lists 6 items, bullet giving you an allowance and strictly monitoring what you spend",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
195,"This is different to having a shared and mutually agreed upon budget where you have a say in what you do or don't spend, one of 6",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
196,"Bullet not allowing you to have a bank account and controlling your access to money and bullet telling you what you can and cannot buy, 3 of 6",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
197,"Bullet taking out loans, maxing out",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
198,"Credit cards, bullets stopping you from working and earning your own income, Bullet pressure the list",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
199,So Financial control can present as a good financial decision at first,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
200,"For example, a perpetrator might encourage you to sell your car or even sell your property under the premise that you live together and only need one vehicle slash don't need an investment property",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
201,"Once you have sold the car, they restrict your access to the shared vehicle, or once you have sold your property, controlling decisions icon, controlling decisions and limiting freedom, heading level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
202,"Yeah What I, I'll just jump down to sexual violence, heading level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
203,"cultural and spiritual abuse, heading level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
204,"Children and parenting related behaviors, heading level 3",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
205,"What to do if you think you might be experiencing coercive control, heading level 2",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
206,"Children and parenting related list 7 item, bullet manipulating co-parenting arrangements or support payments after ending a relationship bullet, turning your children against you, 2 or 7 bullet threatening to contact um",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
207,"So yeah, it's, it's some hard, hard to read stuff at times, but um I think the information is clear and um I didn't, when I was going across the top links, I wasn't what to do if you think you might be experiencing coercive control, heading level 2",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
208,"What you can do if you think someone is experiencing coercive control, heading level 2",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
209,Glad to see these ones,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
210,"Are you worried about a mate's behavior, heading level 2",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
211,"I hadn't expected to see this, but really glad it's here",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
212,"If you have concerns that someone you know may be using coercive control, find out how you can safely start a conversation",project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
213,Full stop,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
